
BCRI11,19.32,68.28,98.74,0.86,COMPRAR
HABT11,16.5,84.57,99.04,1.25,COMPRAR
ALZR11,12.81,111.98,105.87,0.8158,AGUARDAR
CPFF11,10.43,62.45,76.27,0.4,COMPRAR
CPTS11,13.69,77.54,88.41,0.71,COMPRAR
DEVA11,23.72,52.87,98.58,0.7,COMPRAR
